filename,left_x,left_y,right_x,right_y
frame_0_00_08_711182.jpg,192,299,327,301
frame_0_00_08_744558.jpg,192,299,327,301
frame_0_00_08_777934.jpg,192,299,327,301
frame_0_00_08_811311.jpg,192,299,327,301
frame_0_00_08_844687.jpg,192,298,327,301
frame_0_00_08_878063.jpg,192,299,327,301
frame_0_00_08_911439.jpg,192,299,327,301
frame_0_00_08_944815.jpg,192,299,327,301
frame_0_00_08_978191.jpg,192,299,327,301
frame_0_00_09_011568.jpg,192,298,327,301
frame_0_00_09_044944.jpg,192,299,327,301
frame_0_00_09_078320.jpg,192,299,327,301
frame_0_00_09_111696.jpg,192,298,327,301
frame_0_00_09_145072.jpg,192,299,327,301
frame_0_00_09_178449.jpg,192,298,327,301
frame_0_00_09_211825.jpg,192,298,327,301
frame_0_00_09_245201.jpg,192,298,327,301
frame_0_00_09_278577.jpg,192,298,327,301
frame_0_00_09_311953.jpg,192,298,327,301
frame_0_00_09_345329.jpg,192,298,327,301
frame_0_00_09_378706.jpg,192,298,327,301
frame_0_00_09_412082.jpg,192,298,327,301
frame_0_00_09_445458.jpg,192,299,327,301
frame_0_00_09_478834.jpg,192,298,327,301
frame_0_00_09_512210.jpg,192,298,327,301
frame_0_00_09_545586.jpg,192,298,327,301
frame_0_00_09_578963.jpg,192,298,327,301
frame_0_00_09_612339.jpg,192,298,327,301
frame_0_00_09_645715.jpg,192,298,327,301
frame_0_00_09_679091.jpg,192,298,327,301
frame_0_00_09_712467.jpg,192,298,327,301
frame_0_00_09_745844.jpg,192,298,327,301
frame_0_00_09_779220.jpg,192,298,327,301
frame_0_00_09_812596.jpg,192,298,327,301
frame_0_00_09_845972.jpg,192,298,327,301
frame_0_00_09_879348.jpg,192,298,327,301
frame_0_00_09_912724.jpg,192,298,327,301
frame_0_00_09_946101.jpg,192,298,327,301
frame_0_00_09_979477.jpg,192,298,327,301
frame_0_00_10_012853.jpg,192,298,327,301
frame_0_00_10_046229.jpg,192,298,327,301
frame_0_00_10_079605.jpg,192,298,327,301
frame_0_00_10_112982.jpg,192,298,327,301
frame_0_00_10_146358.jpg,192,298,327,301
frame_0_00_10_179734.jpg,192,298,327,301
frame_0_00_10_213110.jpg,192,298,327,301
frame_0_00_10_246486.jpg,192,298,327,301
frame_0_00_10_279862.jpg,192,298,327,301
frame_0_00_10_313239.jpg,192,298,327,301
frame_0_00_10_346615.jpg,192,298,327,301
frame_0_00_10_379991.jpg,192,298,327,301
frame_0_00_10_413367.jpg,192,298,327,301
frame_0_00_10_446743.jpg,192,298,327,301
frame_0_00_10_480119.jpg,192,298,327,301
frame_0_00_10_513496.jpg,192,298,327,301
frame_0_00_10_546872.jpg,192,298,327,301
frame_0_00_10_580248.jpg,192,298,327,301
frame_0_00_10_613624.jpg,192,298,327,301
frame_0_00_10_647000.jpg,192,298,327,301
frame_0_00_10_680377.jpg,192,298,327,301
frame_0_00_10_713753.jpg,192,298,327,301
frame_0_00_10_747129.jpg,192,298,327,301
frame_0_00_10_780505.jpg,192,298,327,301
frame_0_00_10_813881.jpg,192,298,327,301
frame_0_00_10_847257.jpg,192,298,327,301
frame_0_00_10_880634.jpg,192,298,327,301
frame_0_00_10_914010.jpg,192,298,327,301
frame_0_00_10_947386.jpg,192,298,327,301
frame_0_00_10_980762.jpg,192,298,327,301
frame_0_00_11_014138.jpg,192,298,327,301
frame_0_00_11_047514.jpg,192,299,327,301
frame_0_00_11_080891.jpg,192,298,327,301
frame_0_00_11_114267.jpg,192,298,327,301
frame_0_00_11_147643.jpg,192,298,327,300
frame_0_00_11_181019.jpg,192,298,327,301
frame_0_00_11_214395.jpg,192,298,327,300
frame_0_00_11_247772.jpg,192,298,327,300
frame_0_00_11_281148.jpg,192,298,327,300
frame_0_00_11_314524.jpg,192,298,327,300
frame_0_00_11_347900.jpg,192,298,328,301
frame_0_00_11_381276.jpg,192,298,328,301
frame_0_00_11_414652.jpg,192,298,327,301
frame_0_00_11_448029.jpg,192,298,328,301
frame_0_00_11_481405.jpg,190,299,326,301
frame_0_00_11_514781.jpg,185,298,321,300
frame_0_00_11_548157.jpg,179,298,314,300
frame_0_00_11_581533.jpg,176,298,311,300
frame_0_00_11_614910.jpg,175,298,310,300
frame_0_00_11_648286.jpg,175,298,310,300
frame_0_00_11_681662.jpg,176,298,310,301
frame_0_00_11_715038.jpg,175,298,310,300
frame_0_00_11_748414.jpg,174,298,309,301
frame_0_00_11_781790.jpg,174,298,309,301
frame_0_00_11_815167.jpg,174,298,309,301
frame_0_00_11_848543.jpg,174,298,309,301
frame_0_00_11_881919.jpg,174,298,309,301
frame_0_00_11_915295.jpg,174,298,309,301
frame_0_00_11_948671.jpg,174,298,308,301
frame_0_00_11_982047.jpg,174,298,308,301
frame_0_00_12_015424.jpg,174,298,308,301
frame_0_00_12_048800.jpg,173,298,308,300
frame_0_00_12_082176.jpg,174,298,308,300
frame_0_00_12_115552.jpg,174,298,308,300
